2.844		0.000467
2.763		0.000469
2.796		0.000479
2.874		0.000489
2.749		0.000496
2.84		0.000501
2.816		0.000504
2.763		0.000509
2.901		0.000515
2.749		0.000516
2.837		0.000508
2.82		0.000496
2.751		0.000482
2.88		0.000474
2.75		0.000468
2.835		0.000464
2.882		0.000459
2.751		0.000454
2.879		0.000449
2.772		0.000444
2.787		0.000437
2.884		0.000433
2.75		0.00043
2.876		0.000428
2.831		0.000427
2.76		0.000427
2.887		0.000429
2.75		0.000432
2.827		0.000437
2.835		0.000442
2.759		0.000445
2.9		0.000446
2.78		0.000445
2.825		0.00044
2.839		0.000429
2.758		0.000417
2.871		0.000407
2.782		0.000404
2.78		0.000406
2.842		0.000412
2.75		0.000418
2.868		0.000421
2.784		0.000421
2.779		0.000421
2.899		0.000424
2.75		0.000427
2.866		0.000429
2.787		0.000431
2.756		0.000433
2.898		0.000434
2.753		0.000434
2.816		0.000434
2.85		0.000432
2.776		0.000432
2.896		0.000434
2.75		0.000437
2.814		0.000439
2.854		0.000438
2.756		0.000436
2.897		0.000434
2.755		0.00043
2.812		0.000428
2.857		0.000427
2.756		0.000426
2.858		0.000425
2.797		0.000422
2.81		0.000422
2.86		0.000424
2.75		0.000435
2.856		0.000447
2.8		0.000454
2.771		0.000463
2.893		0.000475
2.75		0.000482
2.854		0.000489
2.804		0.000493
2.755		0.000494
2.892		0.000489
2.76		0.000479
2.851		0.000462
2.87		0.000454
2.754		0.000459
2.891		0.000468
2.762		0.000473
2.768		0.000474
2.903		0.000473
2.755		0.00047
2.889		0.000469
2.814		0.000469
2.768		0.000469
2.904		0.000469
2.753		0.00047
2.845		0.000469
2.819		0.000465
2.767		0.000458
2.905		0.000451
2.77		0.000443
2.796		0.000438
2.823		0.000433
2.767		0.000429
2.886		0.000424
2.773		0.000421
2.796		0.000415
2.887		0.000409
2.755		0.000408
2.885		0.000414
2.777		0.000421
2.794		0.000427
2.908		0.000434
2.756		0.000442
2.839		0.000447
2.781		0.000447
2.768		0.000444
2.909		0.000442
2.759		0.000443
2.837		0.000445
2.897		0.000447
2.76		0.000452
2.91		0.000461
2.761		0.000475
2.793		0.000495
2.9		0.000507
2.76		0.000513
2.883		0.000514
2.791		0.000506
2.793		0.000492
2.904		0.000476
2.762		0.000462
2.836		0.000451
2.856		0.000446
2.795		0.000443
2.907		0.000443
2.767		0.000446
2.836		0.000448
2.861		0.000448
2.774		0.000447
2.884		0.000443
2.77		0.000439
2.837		0.000434
2.866		0.000426
2.769		0.000417
2.885		0.000416
2.809		0.000419
2.798		0.000413
2.917		0.000402
2.772		0.0004
2.887		0.000408
2.815		0.000419
2.781		0.000428
2.922		0.000434
2.782		0.000441
2.888		0.000448
2.883		0.000456
2.784		0.000462
2.925		0.000469
2.786		0.000478
2.805		0.000489
2.93		0.000495
2.788		0.000495
2.928		0.000488
2.831		0.00048
2.807		0.000472
2.935		0.000464
2.786		0.000456
2.894		0.000448
2.838		0.000444
2.811		0.000441
2.94		0.000438
2.799		0.000435
2.849		0.000434
2.845		0.000434
2.815		0.000435
2.937		0.00044
2.805		0.000449
2.852		0.000455
2.914		0.00045
2.798		0.000439
2.941		0.000436
2.811		0.000441
2.855		0.000448
2.954		0.000459
2.804		0.000468
2.905		0.00047
2.863		0.000463
2.825		0.000448
2.959		0.000431
2.808		0.000416
2.908		0.000405
2.934		0.00039
2.816		0.00038
2.965		0.000374
2.815		0.000374
2.866		0.000381
2.941		0.00039
2.822		0.000399
2.957		0.000407
2.885		0.000414
2.871		0.00042
2.949		0.000423
2.828		0.000426
2.92		0.000428
2.894		0.00043
2.845		0.000431
2.957		0.00043
2.832		0.000425
2.926		0.000419
2.901		0.000411
2.852		0.000408
2.972		0.000411
2.857		0.000415
2.932		0.00042
2.911		0.000427
2.846		0.000431
2.979		0.000429
2.865		0.000427
2.893		0.000424
3.001		0.00042
2.852		0.000417
2.986		0.000418
2.872		0.000422
2.869		0.00043
3.008		0.000433
2.859		0.000429
2.992		0.000426
2.933		0.000424
2.877		0.000427
3.016		0.000431
2.867		0.000435
2.911		0.000439
2.943		0.00044
2.885		0.00044
3.023		0.000436
2.895		0.000431
2.918		0.000427
3.009		0.000424
2.893		0.000424
3.011		0.000427
2.904		0.000431
2.926		0.000437
3.017		0.000444
2.89		0.000453
2.976		0.000459
2.915		0.000464
2.935		0.000467
3.046		0.000465
2.899		0.000463
2.985		0.000465
2.977		0.000467
2.904		0.000465
3.055		0.000461
2.908		0.000455
2.993		0.00045
3.043		0.000447
2.915		0.000446
3.043		0.000445
2.94		0.000446
2.958		0.000448
3.053		0.000449
2.924		0.000449
3.052		0.000449
3.006		0.000448
2.941		0.000448
3.064		0.000448
2.934		0.000447
3.017		0.000448
3.017		0.000451
2.952		0.000456
3.089		0.00046
2.968		0.000461
3.027		0.00046
3.028		0.000454
2.963		0.000445
3.077		0.000434
2.98		0.000427
2.994		0.000423
3.039		0.000423
2.962		0.000429
3.087		0.000437
2.991		0.000446
3.005		0.000453
3.117		0.000461
2.973		0.00047
3.098		0.000479
3.002		0.000489
2.99		0.000498
3.13		0.000499
2.983		0.000498
3.064		0.000497
3.068		0.000499
3.002		0.000502
3.144		0.000503
2.995		0.000498
3.033		0.000485
3.135		0.000474
3.013		0.000467
3.158		0.000465
3.031		0.000468
3.045		0.000469
3.149		0.000468
3.013		0.000467
3.142		0.000464
3.043		0.000461
3.056		0.000457
3.162		0.000452
3.024		0.000444
3.104		0.000441
3.108		0.000442
3.066		0.000443
3.192		0.000443
3.036		0.000443
3.115		0.00044
3.121		0.000434
3.043		0.000426
3.178		0.00042
3.047		0.000417
3.128		0.000418
3.199		0.000426
3.054		0.000435
3.192		0.000447
3.085		0.000458
3.072		0.000462
3.214		0.000463
3.065		0.000468
3.205		0.000475
3.161		0.000479
3.084		0.000479
3.244		0.00048
3.076		0.00048
3.166		0.000475
3.177		0.000471
3.095		0.000469
3.258		0.000468
3.116		0.000465
3.181		0.000462
3.191		0.000457
3.106		0.000454
3.242		0.00045
3.132		0.00045
3.145		0.000451
3.206		0.000451
3.108		0.000446
3.257		0.000443
3.147		0.000444
3.159		0.000444
3.295		0.000444
3.121		0.000448
3.272		0.000456
3.161		0.000461
3.144		0.000459
3.31		0.000455
3.136		0.000454
3.234		0.000456
3.243		0.000462
3.159		0.000472
3.323		0.000485
3.152		0.000499
3.198		0.000508
3.317		0.00051
3.16		0.000513
3.337		0.000512
3.197		0.000506
3.213		0.000496
3.33		0.000484
3.174		0.000474
3.271		0.000465
3.28		0.000461
3.227		0.000462
3.344		0.000468
3.189		0.00047
3.286		0.000466
3.293		0.000461
3.212		0.000455
3.346		0.000446
3.204		0.000437
3.301		0.000427
3.308		0.000417
3.213		0.00041
3.361		0.000407
3.251		0.000404
3.315		0.000401
3.379		0.000397
3.228		0.000396
3.375		0.000399
3.263		0.000409
3.25		0.000427
3.409		0.000442
3.241		0.000454
3.388		0.000464
3.342		0.000472
3.265		0.000472
3.422		0.000469
3.256		0.000463
3.304		0.000451
3.358		0.000431
3.28		0.000409
3.436		0.000393
3.301		0.000384
3.319		0.000383
3.429		0.000392
3.295		0.000406
3.425		0.000419
3.315		0.000427
3.334		0.000436
3.442		0.000446
3.294		0.000456
3.439		0.000463
3.329		0.000468
3.349		0.000469
3.472		0.000466
3.308		0.000461
3.406		0.000457
3.343		0.000458
3.332		0.000456
3.486		0.000451
3.322		0.000444
3.419		0.00044
3.477		0.000441
3.348		0.000446
3.499		0.000449
3.337		0.000449
3.387		0.000447
3.491		0.000448
3.347		0.000448
3.512		0.000451
3.38		0.000462
3.401		0.000474
3.504		0.000482
3.362		0.000488
3.456		0.000492
3.395		0.000491
3.415		0.000487
3.518		0.000477
3.375		0.000465
3.47		0.000457
3.471		0.000455
3.429		0.000455
3.548		0.000458
3.389		0.000459
3.484		0.000458
3.485		0.000456
3.399		0.000456
3.561		0.00046
3.404		0.000463
3.497		0.000464
3.553		0.000463
3.414		0.000462
3.552		0.00046
3.417		0.00046
3.466		0.000458
3.567		0.000456
3.428		0.000458
3.565		0.000462
3.52		0.000462
3.481		0.000458
3.58		0.000456
3.441		0.000456
3.533		0.000455
3.535		0.000449
3.467		0.000441
3.593		0.000436
3.454		0.000439
3.548		0.000446
3.548		0.000446
3.479		0.00044
3.6		0.000427
3.467		0.00042
3.561		0.000419
3.56		0.000421
3.478		0.000428
3.614		0.000435
3.51		0.000441
3.531		0.000448
3.627		0.000459
3.493		0.000465
3.627		0.000468
3.523		0.000473
3.517		0.000478
3.657		0.00048
3.504		0.000476
3.64		0.000471
3.594		0.000468
3.532		0.000466
3.67		0.000464
3.518		0.000466
3.568		0.00047
3.608		0.000473
3.546		0.000473
3.683		0.000474
3.558		0.000476
3.583		0.000474
3.673		0.00047
3.544		0.00047
3.675		0.000471
3.572		0.000472
3.597		0.000474
3.685		0.000475
3.554		0.000481
3.648		0.000486
3.641		0.000488
3.609		0.000483
3.721		0.000473
3.568		0.000461
3.661		0.000449
3.654		0.000439
3.579		0.00043
3.738		0.000428
3.581		0.000433
3.674		0.000444
3.725		0.000457
3.593		0.00046
3.73		0.000457
3.62		0.000454
3.645		0.000449
3.741		0.000442
3.606		0.000437
3.745		0.000437
3.687		0.000442
3.63		0.000448
3.755		0.000451
3.619		0.000452
3.711		0.000453
3.703		0.000453
3.642		0.00045
3.792		0.000447
3.652		0.000442
3.726		0.000438
3.718		0.000437
3.654		0.000439
3.782		0.000441
3.666		0.000442
3.691		0.000446
3.732		0.000452
3.65		0.000469
3.797		0.000491
3.678		0.000508
3.705		0.000513
3.827		0.000509
3.663		0.000504
3.811		0.000501
3.691		0.000498
3.685		0.000498
3.843		0.000498
3.673		0.000497
3.777		0.000493
3.771		0.000484
3.701		0.000476
3.857		0.00047
3.685		0.00047
3.743		0.000472
3.847		0.000474
3.697		0.000476
3.851		0.000477
3.697		0.000474
3.806		0.000464
3.801		0.000451
3.732		0.000441
3.882		0.000435
3.716		0.000431
3.757		0.000425
3.867		0.000415
3.717		0.000408
3.822		0.000409
3.822		0.000417
3.747		0.00043
3.883		0.000441
3.735		0.000441
3.882		0.000436
3.768		0.000435
3.764		0.000439
3.912		0.000444
3.751		0.000447
3.894		0.000448
3.847		0.000448
3.778		0.000448
3.925		0.00045
3.76		0.000452
3.818		0.000458
3.862		0.000466
3.792		0.000473
3.938		0.000475
3.807		0.000471
3.832		0.000466
3.932		0.000458
3.805		0.000449
3.928		0.000438
3.821		0.000434
3.846		0.000436
3.945		0.000442
3.797		0.000449
3.898		0.000456
3.837		0.00046
3.858		0.000462
3.973		0.000461
3.812		0.000456
3.912		0.000448
3.915		0.000444
3.843		0.000448
3.987		0.000452
3.828		0.000462
3.925		0.000475
3.981		0.000492
3.839		0.000496
4		0.000488
3.841		0.000476
3.895		0.000467
3.995		0.000458
3.853		0.000449
3.99		0.000431
3.952		0.000396
3.91		0.00036
4.009		0.000324
3.868		0.000293
3.961		0.000278
3.966		0.000286
3.896		0.000308
4.022		0.000336
3.88		0.000368
3.976		0.000392
3.98		0.000408
3.91		0.000421
4.027		0.000434
3.893		0.000445
3.991		0.000454
3.992		0.000458
3.905		0.000456
4.041		0.000453
3.94		0.000455
4.004		0.000464
4.056		0.000478
3.92		0.000489
4.055		0.000498
3.954		0.000503
3.947		0.000504
4.084		0.000501
3.935		0.000496
4.068		0.000489
4.027		0.000478
3.962		0.000468
4.098		0.00046
3.945		0.000457
4.041		0.000459
4.041		0.000464
3.977		0.000474
4.11		0.000483
3.989		0.000492
4.015		0.000497
4.104		0.000499
3.99		0.000496
4.103		0.000484
4.002		0.000472
4.029		0.000465
4.116		0.00046
3.982		0.000457
4.117		0.000458
4.017		0.000468
4.043		0.000482
4.145		0.000493
3.996		0.000493
4.092		0.000487
4.03		0.000479
4.027		0.000471
4.158		0.000465
4.011		0.000461
4.105		0.000459
4.15		0.000459
4.023		0.000461
4.171		0.000465
4.023		0.000471
4.079		0.000479
4.163		0.000485
4.038		0.000488
4.165		0.000484
4.065		0.000474
4.093		0.000466
4.176		0.000466
4.05		0.000475
4.14		0.000486
4.135		0.000489
4.078		0.000487
4.188		0.000478
4.059		0.000474
4.154		0.000479
4.148		0.00048
4.092		0.000474
4.199		0.000459
4.074		0.000436
4.168		0.000409
4.161		0.000388
4.088		0.000375
4.213		0.000369
4.115		0.000368
4.143		0.000376
4.221		0.000393
4.101		0.000411
4.226		0.000427
4.128		0.000437
4.128		0.000441
4.251		0.000441
4.114		0.00044
4.238		0.000438
4.194		0.000436
4.141		0.000438
4.264		0.000443
4.122		0.000449
4.177		0.000453
4.207		0.000454
4.155		0.000456
4.278		0.000459
4.162		0.000456
4.191		0.000449
4.269		0.000445
4.167		0.000442
4.273		0.000442
4.176		0.000442
4.203		0.000443
4.284		0.000444
4.157		0.000442
4.288		0.000438
4.19		0.000436
4.216		0.000438
4.318		0.000435
4.172		0.000431
4.261		0.000429
4.203		0.000431
4.201		0.000437
4.332		0.000442
4.184		0.000447
4.274		0.00045
4.322		0.00045
4.195		0.000451
4.346		0.000455
4.194		0.000459
4.247		0.000462
4.336		0.000463
4.208		0.000463
4.339		0.000466
4.292		0.000471
4.26		0.000473
4.352		0.000475
4.22		0.00048
4.312		0.000484
4.308		0.000482
4.247		0.000475
4.367		0.000464
4.229		0.00045
4.327		0.00044
4.323		0.000436
4.258		0.000437
4.377		0.000439
4.242		0.000439
4.341		0.000437
4.338		0.000439
4.253		0.000447
4.391		0.000451
4.287		0.000455
4.314		0.000461
4.404		0.000468
4.267		0.000467
4.405		0.000461
4.301		0.000452
4.296		0.000441
4.434		0.000434
4.277		0.000429
4.417		0.000429
4.377		0.000432
4.311		0.000434
4.447		0.000435
4.292		0.000436
4.35		0.000438
4.392		0.00044
4.326		0.000443
4.461		0.000448
4.34		0.000453
4.365		0.000458
4.455		0.000461
4.319		0.000461
4.452		0.000458
4.355		0.000457
4.378		0.000461
4.469		0.00047
4.33		0.000484
4.426		0.000491
4.431		0.00049
4.392		0.000484
4.495		0.000479
4.346		0.000477
4.439		0.000472
4.444		0.000467
4.355		0.000465
4.507		0.000468
4.36		0.000471
4.45		0.000474
4.504		0.000474
4.37		0.000471
4.498		0.000469
4.409		0.00047
4.425		0.000474
4.518		0.000476
4.384		0.000478
4.51		0.00048
4.483		0.000482
4.411		0.000481
4.532		0.000479
4.397		0.000476
4.484		0.000473
4.498		0.000469
4.424		0.000465
4.554		0.000461
4.446		0.000458
4.497		0.000459
4.51		0.000461
4.437		0.000465
4.543		0.00047
4.462		0.000475
4.474		0.000478
4.524		0.000478
4.431		0.000475
4.556		0.000467
4.475		0.000457
4.486		0.00045
4.587		0.000449
4.445		0.000453
4.568		0.00046
4.49		0.000465
4.472		0.000473
4.599		0.000481
4.461		0.000487
4.581		0.000488
4.558		0.000482
4.484		0.000474
4.611		0.000467
4.473		0.000462
4.52		0.000459
4.612		0.000458
4.497		0.000458
4.624		0.000459
4.524		0.00046
4.533		0.00046
4.624		0.000457
4.492		0.000455
4.575		0.000454
4.536		0.000453
4.546		0.000454
4.637		0.000455
4.508		0.000457
4.589		0.000461
4.605		0.000468
4.559		0.000477
4.656		0.000486
4.522		0.000488
4.602		0.000482
4.619		0.000475
4.529		0.000466
4.646		0.000458
4.537		0.000449
4.614		0.00044
4.67		0.000439
4.542		0.000449
4.659		0.000461
4.585		0.000471
4.567		0.000478
4.682		0.000481
4.555		0.000478
4.671		0.000475
4.652		0.000473
4.581		0.00047
4.701		0.000464
4.569		0.000456
4.647		0.000448
4.666		0.000442
4.594		0.000437
4.714		0.000435
4.621		0.000434
4.628		0.000433
4.68		0.000431
4.606		0.00043
4.703		0.000433
4.636		0.000436
4.641		0.000438
4.729		0.00044
4.603		0.000441
4.716		0.000442
4.648		0.000444
4.652		0.000447
4.746		0.000446
4.619		0.000443
4.727		0.00044
4.662		0.000435
4.64		0.00043
4.758		0.000424
4.634		0.00042
4.705		0.000416
4.76		0.00041
4.652		0.000409
4.769		0.000411
4.644		0.000414
4.684		0.00042
4.772		0.000424
4.649		0.000429
4.78		0.000435
4.693		0.00044
4.697		0.000444
4.784		0.000449
4.662		0.000454
4.736		0.000459
4.707		0.000463
4.71		0.000468
4.796		0.000474
4.678		0.000477
4.75		0.000478
4.77		0.000476
4.698		0.000472
4.811		0.000468
