Temp (K),Current mA,Im Voltage mV,Re Voltage mV,phase 9,Freq in Hz,Date/time
5.013000,0.510982,0.000462,0.000291,-95.660000,35000,04-09-2024 16:57:50
4.887000,0.510982,0.000460,0.000296,-95.660000,35000,04-09-2024 16:57:50
4.960000,0.510982,0.000457,0.000296,-95.660000,35000,04-09-2024 16:57:51
4.982000,0.510982,0.000456,0.000289,-95.660000,35000,04-09-2024 16:57:52
4.907000,0.510982,0.000461,0.000281,-95.660000,35000,04-09-2024 16:57:52
5.025000,0.510982,0.000465,0.000276,-95.660000,35000,04-09-2024 16:57:53
4.898000,0.510982,0.000467,0.000273,-95.660000,35000,04-09-2024 16:57:53
4.940000,0.510982,0.000466,0.000273,-95.660000,35000,04-09-2024 16:57:54
5.029000,0.510982,0.000465,0.000276,-95.660000,35000,04-09-2024 16:57:55
4.920000,0.510982,0.000465,0.000276,-95.660000,35000,04-09-2024 16:57:55
5.037000,0.510982,0.000469,0.000274,-95.660000,35000,04-09-2024 16:57:56
4.952000,0.511029,0.000474,0.000273,-95.660000,35000,04-09-2024 16:57:57
4.953000,0.511029,0.000474,0.000273,-95.660000,35000,04-09-2024 16:57:57
5.042000,0.510982,0.000471,0.000271,-95.660000,35000,04-09-2024 16:57:58
4.916000,0.510982,0.000469,0.000269,-95.660000,35000,04-09-2024 16:57:58
4.994000,0.510982,0.000471,0.000272,-95.660000,35000,04-09-2024 16:57:59
4.964000,0.510982,0.000476,0.000277,-95.660000,35000,04-09-2024 16:58:00
4.967000,0.510982,0.000480,0.000282,-95.660000,35000,04-09-2024 16:58:00
5.055000,0.510982,0.000481,0.000286,-95.660000,35000,04-09-2024 16:58:01
4.935000,0.510982,0.000478,0.000291,-95.660000,35000,04-09-2024 16:58:01
5.007000,0.510982,0.000476,0.000297,-95.660000,35000,04-09-2024 16:58:02
5.029000,0.510982,0.000474,0.000303,-95.660000,35000,04-09-2024 16:58:03
4.955000,0.510982,0.000474,0.000307,-95.660000,35000,04-09-2024 16:58:03
5.070000,0.510982,0.000472,0.000310,-95.660000,35000,04-09-2024 16:58:04
4.948000,0.510982,0.000472,0.000310,-95.660000,35000,04-09-2024 16:58:04
5.020000,0.511029,0.000472,0.000309,-95.660000,35000,04-09-2024 16:58:05
5.041000,0.510982,0.000473,0.000307,-95.660000,35000,04-09-2024 16:58:06
4.967000,0.510982,0.000473,0.000304,-95.660000,35000,04-09-2024 16:58:06
5.082000,0.510982,0.000474,0.000302,-95.660000,35000,04-09-2024 16:58:07
4.957000,0.510982,0.000475,0.000300,-95.660000,35000,04-09-2024 16:58:07
5.066000,0.510982,0.000476,0.000299,-95.660000,35000,04-09-2024 16:58:08
5.052000,0.510982,0.000475,0.000298,-95.660000,35000,04-09-2024 16:58:09
4.982000,0.510982,0.000473,0.000298,-95.660000,35000,04-09-2024 16:58:09
5.094000,0.510982,0.000472,0.000297,-95.660000,35000,04-09-2024 16:58:10
4.973000,0.510982,0.000471,0.000296,-95.660000,35000,04-09-2024 16:58:11
5.016000,0.511029,0.000469,0.000295,-95.660000,35000,04-09-2024 16:58:11
5.063000,0.510982,0.000469,0.000294,-95.660000,35000,04-09-2024 16:58:12
4.995000,0.510982,0.000468,0.000292,-95.660000,35000,04-09-2024 16:58:12
5.106000,0.510982,0.000468,0.000292,-95.660000,35000,04-09-2024 16:58:13
5.021000,0.510982,0.000466,0.000298,-95.660000,35000,04-09-2024 16:58:14
5.028000,0.510982,0.000470,0.000309,-95.660000,35000,04-09-2024 16:58:14
5.108000,0.510982,0.000482,0.000319,-95.660000,35000,04-09-2024 16:58:15
5.005000,0.510982,0.000491,0.000324,-95.660000,35000,04-09-2024 16:58:15
5.096000,0.510982,0.000487,0.000319,-95.660000,35000,04-09-2024 16:58:16
5.031000,0.510982,0.000472,0.000311,-95.660000,35000,04-09-2024 16:58:17
5.039000,0.510982,0.000454,0.000297,-95.660000,35000,04-09-2024 16:58:17
5.119000,0.510982,0.000443,0.000278,-95.660000,35000,04-09-2024 16:58:18
5.004000,0.510982,0.000446,0.000259,-95.660000,35000,04-09-2024 16:58:19
5.108000,0.510982,0.000457,0.000251,-95.660000,35000,04-09-2024 16:58:19
5.046000,0.510982,0.000470,0.000246,-95.660000,35000,04-09-2024 16:58:20
5.052000,0.511029,0.000481,0.000246,-95.660000,35000,04-09-2024 16:58:20
5.136000,0.510982,0.000488,0.000252,-95.660000,35000,04-09-2024 16:58:21
5.019000,0.510982,0.000488,0.000260,-95.660000,35000,04-09-2024 16:58:22
5.090000,0.510982,0.000486,0.000269,-95.660000,35000,04-09-2024 16:58:22
5.106000,0.510982,0.000482,0.000277,-95.660000,35000,04-09-2024 16:58:23
5.040000,0.510982,0.000476,0.000285,-95.660000,35000,04-09-2024 16:58:23
5.149000,0.510982,0.000471,0.000292,-95.660000,35000,04-09-2024 16:58:24
5.032000,0.510982,0.000469,0.000299,-95.660000,35000,04-09-2024 16:58:25
5.102000,0.510982,0.000469,0.000304,-95.660000,35000,04-09-2024 16:58:25
5.152000,0.510982,0.000470,0.000306,-95.660000,35000,04-09-2024 16:58:26
5.036000,0.510982,0.000470,0.000308,-95.660000,35000,04-09-2024 16:58:26
5.161000,0.510982,0.000469,0.000311,-95.660000,35000,04-09-2024 16:58:27
5.045000,0.510934,0.000468,0.000314,-95.660000,35000,04-09-2024 16:58:28
5.086000,0.510934,0.000468,0.000319,-95.660000,35000,04-09-2024 16:58:28
5.164000,0.510982,0.000474,0.000325,-95.660000,35000,04-09-2024 16:58:29
5.050000,0.510982,0.000483,0.000326,-95.660000,35000,04-09-2024 16:58:29
5.154000,0.510982,0.000492,0.000323,-95.660000,35000,04-09-2024 16:58:30
5.141000,0.510982,0.000496,0.000317,-95.660000,35000,04-09-2024 16:58:31
5.098000,0.510982,0.000495,0.000308,-95.660000,35000,04-09-2024 16:58:31
5.177000,0.510982,0.000490,0.000297,-95.660000,35000,04-09-2024 16:58:32
5.062000,0.510982,0.000489,0.000287,-95.660000,35000,04-09-2024 16:58:32
5.134000,0.510982,0.000488,0.000285,-95.660000,35000,04-09-2024 16:58:33
5.153000,0.510982,0.000484,0.000287,-95.660000,35000,04-09-2024 16:58:34
5.087000,0.510982,0.000480,0.000290,-95.660000,35000,04-09-2024 16:58:34
5.190000,0.510982,0.000476,0.000291,-95.660000,35000,04-09-2024 16:58:35
5.080000,0.510982,0.000474,0.000297,-95.660000,35000,04-09-2024 16:58:36
5.148000,0.510982,0.000469,0.000307,-95.660000,35000,04-09-2024 16:58:36
5.168000,0.510982,0.000463,0.000313,-95.660000,35000,04-09-2024 16:58:37
5.100000,0.510982,0.000459,0.000313,-95.660000,35000,04-09-2024 16:58:37
5.185000,0.510982,0.000450,0.000312,-95.660000,35000,04-09-2024 16:58:38
5.094000,0.510982,0.000439,0.000311,-95.660000,35000,04-09-2024 16:58:39
5.160000,0.510982,0.000428,0.000312,-95.660000,35000,04-09-2024 16:58:39
5.180000,0.510982,0.000421,0.000314,-95.660000,35000,04-09-2024 16:58:40
5.096000,0.510982,0.000414,0.000317,-95.660000,35000,04-09-2024 16:58:40
5.198000,0.510982,0.000413,0.000320,-95.660000,35000,04-09-2024 16:58:41
5.144000,0.510982,0.000415,0.000321,-95.660000,35000,04-09-2024 16:58:42
5.144000,0.510982,0.000421,0.000320,-95.660000,35000,04-09-2024 16:58:42
5.222000,0.510934,0.000431,0.000317,-95.660000,35000,04-09-2024 16:58:43
5.108000,0.510982,0.000442,0.000314,-95.660000,35000,04-09-2024 16:58:43
5.209000,0.510982,0.000449,0.000312,-95.660000,35000,04-09-2024 16:58:44
5.155000,0.510934,0.000453,0.000312,-95.660000,35000,04-09-2024 16:58:45
5.132000,0.510934,0.000456,0.000309,-95.660000,35000,04-09-2024 16:58:45
5.237000,0.510934,0.000458,0.000308,-95.660000,35000,04-09-2024 16:58:46
5.123000,0.510934,0.000461,0.000307,-95.660000,35000,04-09-2024 16:58:46
5.221000,0.510982,0.000466,0.000304,-95.660000,35000,04-09-2024 16:58:47
5.216000,0.510982,0.000469,0.000298,-95.660000,35000,04-09-2024 16:58:48
5.145000,0.510982,0.000471,0.000297,-95.660000,35000,04-09-2024 16:58:48
5.250000,0.510982,0.000471,0.000301,-95.660000,35000,04-09-2024 16:58:49
5.143000,0.510982,0.000471,0.000311,-95.660000,35000,04-09-2024 16:58:50
5.203000,0.510982,0.000470,0.000322,-95.660000,35000,04-09-2024 16:58:50
5.228000,0.510982,0.000468,0.000328,-95.660000,35000,04-09-2024 16:58:51
5.158000,0.510982,0.000465,0.000329,-95.660000,35000,04-09-2024 16:58:51
5.261000,0.510982,0.000467,0.000328,-95.660000,35000,04-09-2024 16:58:52
5.194000,0.510982,0.000471,0.000325,-95.660000,35000,04-09-2024 16:58:53
5.189000,0.510982,0.000475,0.000321,-95.660000,35000,04-09-2024 16:58:53
5.269000,0.510982,0.000475,0.000318,-95.660000,35000,04-09-2024 16:58:54
5.171000,0.510982,0.000473,0.000314,-95.660000,35000,04-09-2024 16:58:54
5.252000,0.510982,0.000472,0.000311,-95.660000,35000,04-09-2024 16:58:55
5.207000,0.510982,0.000471,0.000308,-95.660000,35000,04-09-2024 16:58:56
5.200000,0.510982,0.000469,0.000308,-95.660000,35000,04-09-2024 16:58:56
5.281000,0.510982,0.000468,0.000309,-95.660000,35000,04-09-2024 16:58:57
5.178000,0.510982,0.000467,0.000312,-95.660000,35000,04-09-2024 16:58:58
5.234000,0.510982,0.000465,0.000315,-95.660000,35000,04-09-2024 16:58:58
5.221000,0.510982,0.000463,0.000318,-95.660000,35000,04-09-2024 16:58:59
5.212000,0.510982,0.000459,0.000317,-95.660000,35000,04-09-2024 16:58:59
5.292000,0.510982,0.000454,0.000312,-95.660000,35000,04-09-2024 16:59:00
5.192000,0.510982,0.000450,0.000307,-95.660000,35000,04-09-2024 16:59:01
5.246000,0.510982,0.000448,0.000302,-95.660000,35000,04-09-2024 16:59:01
5.277000,0.510982,0.000449,0.000297,-95.660000,35000,04-09-2024 16:59:02
5.190000,0.510982,0.000451,0.000294,-95.660000,35000,04-09-2024 16:59:02
5.304000,0.510934,0.000452,0.000295,-95.660000,35000,04-09-2024 16:59:03
5.206000,0.510934,0.000454,0.000299,-95.660000,35000,04-09-2024 16:59:04
5.258000,0.510934,0.000457,0.000305,-95.660000,35000,04-09-2024 16:59:04
5.314000,0.510934,0.000460,0.000311,-95.660000,35000,04-09-2024 16:59:05
5.202000,0.510934,0.000459,0.000317,-95.660000,35000,04-09-2024 16:59:05
5.293000,0.510934,0.000456,0.000323,-95.660000,35000,04-09-2024 16:59:06
5.218000,0.510934,0.000452,0.000327,-95.660000,35000,04-09-2024 16:59:07
5.243000,0.510934,0.000449,0.000327,-95.660000,35000,04-09-2024 16:59:07
5.326000,0.510934,0.000448,0.000327,-95.660000,35000,04-09-2024 16:59:08
5.215000,0.510934,0.000448,0.000328,-95.660000,35000,04-09-2024 16:59:08
5.305000,0.510934,0.000452,0.000333,-95.660000,35000,04-09-2024 16:59:09
5.311000,0.510934,0.000458,0.000337,-95.660000,35000,04-09-2024 16:59:10
5.233000,0.510934,0.000463,0.000339,-95.660000,35000,04-09-2024 16:59:10
5.338000,0.510934,0.000467,0.000340,-95.660000,35000,04-09-2024 16:59:11
5.228000,0.510934,0.000471,0.000339,-95.660000,35000,04-09-2024 16:59:11
5.287000,0.510982,0.000475,0.000338,-95.660000,35000,04-09-2024 16:59:12
5.324000,0.510934,0.000476,0.000337,-95.660000,35000,04-09-2024 16:59:13
5.246000,0.510934,0.000475,0.000336,-95.660000,35000,04-09-2024 16:59:13
5.346000,0.510934,0.000471,0.000335,-95.660000,35000,04-09-2024 16:59:14
5.293000,0.510982,0.000468,0.000336,-95.660000,35000,04-09-2024 16:59:15
5.299000,0.510982,0.000467,0.000337,-95.660000,35000,04-09-2024 16:59:15
5.339000,0.510982,0.000469,0.000337,-95.660000,35000,04-09-2024 16:59:16
5.257000,0.510982,0.000473,0.000336,-95.660000,35000,04-09-2024 16:59:16
5.333000,0.510982,0.000475,0.000335,-95.660000,35000,04-09-2024 16:59:17
5.307000,0.510982,0.000472,0.000334,-95.660000,35000,04-09-2024 16:59:18
5.286000,0.510982,0.000466,0.000332,-95.660000,35000,04-09-2024 16:59:18
5.351000,0.510982,0.000460,0.000329,-95.660000,35000,04-09-2024 16:59:19
5.260000,0.510982,0.000456,0.000324,-95.660000,35000,04-09-2024 16:59:19
5.345000,0.510934,0.000454,0.000319,-95.660000,35000,04-09-2024 16:59:20
5.322000,0.510934,0.000455,0.000317,-95.660000,35000,04-09-2024 16:59:21
5.297000,0.510934,0.000457,0.000313,-95.660000,35000,04-09-2024 16:59:21
5.376000,0.510982,0.000460,0.000308,-95.660000,35000,04-09-2024 16:59:22
5.273000,0.510982,0.000462,0.000304,-95.660000,35000,04-09-2024 16:59:22
5.357000,0.510982,0.000467,0.000304,-95.660000,35000,04-09-2024 16:59:23
5.335000,0.510982,0.000473,0.000310,-95.660000,35000,04-09-2024 16:59:24
5.290000,0.510982,0.000472,0.000319,-95.660000,35000,04-09-2024 16:59:24
5.388000,0.510982,0.000458,0.000325,-95.660000,35000,04-09-2024 16:59:25
5.304000,0.510934,0.000438,0.000328,-95.660000,35000,04-09-2024 16:59:26
5.341000,0.510934,0.000423,0.000324,-95.660000,35000,04-09-2024 16:59:26
5.384000,0.510934,0.000417,0.000311,-95.660000,35000,04-09-2024 16:59:27
5.302000,0.510982,0.000420,0.000295,-95.660000,35000,04-09-2024 16:59:27
5.399000,0.510982,0.000426,0.000278,-95.660000,35000,04-09-2024 16:59:28
5.317000,0.510982,0.000433,0.000266,-95.660000,35000,04-09-2024 16:59:29
5.329000,0.510982,0.000445,0.000263,-95.660000,35000,04-09-2024 16:59:29
5.416000,0.510934,0.000462,0.000268,-95.660000,35000,04-09-2024 16:59:30
5.314000,0.510982,0.000480,0.000275,-95.660000,35000,04-09-2024 16:59:30
5.412000,0.510934,0.000493,0.000278,-95.660000,35000,04-09-2024 16:59:31
5.370000,0.510934,0.000505,0.000280,-95.660000,35000,04-09-2024 16:59:32
5.341000,0.510982,0.000509,0.000279,-95.660000,35000,04-09-2024 16:59:32
5.432000,0.510934,0.000502,0.000278,-95.660000,35000,04-09-2024 16:59:33
5.320000,0.510982,0.000489,0.000276,-95.660000,35000,04-09-2024 16:59:33
5.372000,0.510982,0.000475,0.000276,-95.660000,35000,04-09-2024 16:59:34
5.384000,0.510982,0.000467,0.000279,-95.660000,35000,04-09-2024 16:59:35
5.353000,0.510982,0.000463,0.000284,-95.660000,35000,04-09-2024 16:59:35
5.444000,0.510982,0.000463,0.000289,-95.660000,35000,04-09-2024 16:59:36
5.353000,0.510982,0.000468,0.000294,-95.660000,35000,04-09-2024 16:59:37
5.383000,0.510934,0.000474,0.000299,-95.660000,35000,04-09-2024 16:59:37
5.436000,0.510934,0.000477,0.000304,-95.660000,35000,04-09-2024 16:59:38
5.364000,0.510934,0.000477,0.000308,-95.660000,35000,04-09-2024 16:59:38
5.446000,0.510934,0.000479,0.000311,-95.660000,35000,04-09-2024 16:59:39
5.365000,0.510982,0.000480,0.000312,-95.660000,35000,04-09-2024 16:59:40
5.395000,0.510934,0.000480,0.000312,-95.660000,35000,04-09-2024 16:59:40
5.452000,0.510982,0.000478,0.000312,-95.660000,35000,04-09-2024 16:59:41
5.353000,0.510982,0.000471,0.000312,-95.660000,35000,04-09-2024 16:59:41
5.459000,0.510982,0.000466,0.000311,-95.660000,35000,04-09-2024 16:59:42
5.378000,0.510982,0.000462,0.000309,-95.660000,35000,04-09-2024 16:59:43
5.406000,0.510982,0.000461,0.000309,-95.660000,35000,04-09-2024 16:59:43
5.478000,0.510982,0.000463,0.000311,-95.660000,35000,04-09-2024 16:59:44
5.364000,0.510982,0.000467,0.000314,-95.660000,35000,04-09-2024 16:59:44
5.443000,0.510982,0.000470,0.000319,-95.660000,35000,04-09-2024 16:59:45
5.391000,0.510982,0.000468,0.000320,-95.660000,35000,04-09-2024 16:59:46
5.393000,0.510982,0.000458,0.000311,-95.660000,35000,04-09-2024 16:59:46
5.491000,0.510982,0.000454,0.000294,-95.660000,35000,04-09-2024 16:59:47
5.377000,0.510982,0.000458,0.000274,-95.660000,35000,04-09-2024 16:59:47
5.456000,0.510982,0.000472,0.000258,-95.660000,35000,04-09-2024 16:59:48
5.486000,0.510982,0.000498,0.000247,-95.660000,35000,04-09-2024 16:59:49
5.387000,0.510982,0.000522,0.000240,-95.660000,35000,04-09-2024 16:59:49
5.504000,0.510982,0.000536,0.000236,-95.660000,35000,04-09-2024 16:59:50
5.388000,0.510982,0.000542,0.000237,-95.660000,35000,04-09-2024 16:59:50
5.438000,0.510982,0.000541,0.000244,-95.660000,35000,04-09-2024 16:59:51
5.500000,0.510982,0.000532,0.000254,-95.660000,35000,04-09-2024 16:59:52
5.399000,0.510934,0.000516,0.000266,-95.660000,35000,04-09-2024 16:59:52
5.503000,0.510934,0.000500,0.000284,-95.660000,35000,04-09-2024 16:59:53
5.472000,0.510934,0.000483,0.000313,-95.660000,35000,04-09-2024 16:59:54
5.450000,0.510982,0.000476,0.000338,-95.660000,35000,04-09-2024 16:59:54
5.512000,0.510982,0.000479,0.000355,-95.660000,35000,04-09-2024 16:59:55
5.409000,0.510934,0.000485,0.000368,-95.660000,35000,04-09-2024 16:59:55
5.487000,0.510934,0.000498,0.000377,-95.660000,35000,04-09-2024 16:59:56
5.484000,0.510982,0.000512,0.000384,-95.660000,35000,04-09-2024 16:59:57
5.438000,0.510934,0.000521,0.000386,-95.660000,35000,04-09-2024 16:59:57
5.537000,0.510934,0.000524,0.000380,-95.660000,35000,04-09-2024 16:59:58
5.422000,0.510982,0.000526,0.000367,-95.660000,35000,04-09-2024 16:59:58
5.499000,0.510982,0.000522,0.000353,-95.660000,35000,04-09-2024 16:59:59
5.499000,0.510982,0.000515,0.000340,-95.660000,35000,04-09-2024 17:00:00
5.450000,0.510934,0.000508,0.000328,-95.660000,35000,04-09-2024 17:00:00
5.535000,0.510982,0.000503,0.000315,-95.660000,35000,04-09-2024 17:00:01
5.463000,0.510934,0.000502,0.000308,-95.660000,35000,04-09-2024 17:00:02
5.512000,0.510934,0.000498,0.000305,-95.660000,35000,04-09-2024 17:00:02
5.513000,0.510934,0.000496,0.000304,-95.660000,35000,04-09-2024 17:00:03
5.443000,0.510982,0.000495,0.000305,-95.660000,35000,04-09-2024 17:00:03
5.547000,0.510982,0.000494,0.000304,-95.660000,35000,04-09-2024 17:00:04
5.477000,0.510982,0.000491,0.000303,-95.660000,35000,04-09-2024 17:00:05
5.496000,0.510982,0.000490,0.000307,-95.660000,35000,04-09-2024 17:00:05
5.569000,0.510934,0.000490,0.000315,-95.660000,35000,04-09-2024 17:00:06
5.457000,0.510934,0.000488,0.000322,-95.660000,35000,04-09-2024 17:00:06
5.559000,0.510934,0.000482,0.000329,-95.660000,35000,04-09-2024 17:00:07
5.491000,0.510934,0.000476,0.000337,-95.660000,35000,04-09-2024 17:00:08
5.482000,0.510934,0.000471,0.000342,-95.660000,35000,04-09-2024 17:00:08
5.581000,0.510982,0.000469,0.000339,-95.660000,35000,04-09-2024 17:00:09
5.470000,0.510982,0.000468,0.000333,-95.660000,35000,04-09-2024 17:00:09
5.571000,0.510982,0.000466,0.000325,-95.660000,35000,04-09-2024 17:00:10
5.546000,0.510934,0.000461,0.000318,-95.660000,35000,04-09-2024 17:00:11
5.495000,0.510934,0.000457,0.000311,-95.660000,35000,04-09-2024 17:00:11
5.593000,0.510982,0.000453,0.000304,-95.660000,35000,04-09-2024 17:00:12
5.482000,0.510982,0.000450,0.000299,-95.660000,35000,04-09-2024 17:00:12
5.527000,0.510982,0.000450,0.000296,-95.660000,35000,04-09-2024 17:00:13
5.593000,0.510934,0.000454,0.000292,-95.660000,35000,04-09-2024 17:00:14
5.507000,0.510934,0.000460,0.000285,-95.660000,35000,04-09-2024 17:00:14
5.605000,0.510934,0.000465,0.000278,-95.660000,35000,04-09-2024 17:00:15
5.525000,0.510934,0.000471,0.000272,-95.660000,35000,04-09-2024 17:00:16
5.539000,0.510982,0.000477,0.000273,-95.660000,35000,04-09-2024 17:00:16
5.605000,0.510934,0.000482,0.000280,-95.660000,35000,04-09-2024 17:00:17
5.501000,0.510982,0.000485,0.000290,-95.660000,35000,04-09-2024 17:00:17
5.600000,0.510982,0.000487,0.000302,-95.660000,35000,04-09-2024 17:00:18
5.538000,0.510982,0.000487,0.000311,-95.660000,35000,04-09-2024 17:00:19
5.552000,0.510934,0.000484,0.000317,-95.660000,35000,04-09-2024 17:00:19
5.618000,0.510982,0.000480,0.000320,-95.660000,35000,04-09-2024 17:00:20
5.517000,0.510982,0.000472,0.000322,-95.660000,35000,04-09-2024 17:00:20
5.587000,0.510982,0.000466,0.000324,-95.660000,35000,04-09-2024 17:00:21
5.596000,0.510982,0.000460,0.000324,-95.660000,35000,04-09-2024 17:00:22
5.564000,0.510982,0.000454,0.000322,-95.660000,35000,04-09-2024 17:00:22
5.637000,0.510934,0.000452,0.000319,-95.660000,35000,04-09-2024 17:00:23
5.531000,0.510934,0.000454,0.000315,-95.660000,35000,04-09-2024 17:00:23
5.600000,0.510934,0.000458,0.000311,-95.660000,35000,04-09-2024 17:00:24
5.608000,0.510934,0.000461,0.000308,-95.660000,35000,04-09-2024 17:00:25
5.537000,0.510934,0.000468,0.000304,-95.660000,35000,04-09-2024 17:00:25
5.649000,0.510934,0.000475,0.000304,-95.660000,35000,04-09-2024 17:00:26
5.543000,0.510934,0.000480,0.000308,-95.660000,35000,04-09-2024 17:00:26
5.611000,0.510934,0.000484,0.000315,-95.660000,35000,04-09-2024 17:00:27
5.650000,0.510934,0.000484,0.000323,-95.660000,35000,04-09-2024 17:00:28
5.548000,0.510934,0.000481,0.000326,-95.660000,35000,04-09-2024 17:00:28
5.645000,0.510934,0.000477,0.000326,-95.660000,35000,04-09-2024 17:00:29
5.555000,0.510934,0.000475,0.000325,-95.660000,35000,04-09-2024 17:00:29
5.596000,0.510934,0.000475,0.000324,-95.660000,35000,04-09-2024 17:00:30
5.662000,0.510934,0.000476,0.000324,-95.660000,35000,04-09-2024 17:00:31
5.560000,0.510982,0.000479,0.000322,-95.660000,35000,04-09-2024 17:00:31
5.657000,0.510982,0.000483,0.000320,-95.660000,35000,04-09-2024 17:00:32
5.641000,0.510982,0.000489,0.000317,-95.660000,35000,04-09-2024 17:00:33
5.609000,0.510982,0.000490,0.000313,-95.660000,35000,04-09-2024 17:00:33
5.676000,0.510982,0.000490,0.000311,-95.660000,35000,04-09-2024 17:00:34
5.574000,0.510934,0.000490,0.000310,-95.660000,35000,04-09-2024 17:00:34
5.642000,0.510934,0.000491,0.000311,-95.660000,35000,04-09-2024 17:00:35
5.654000,0.510934,0.000489,0.000311,-95.660000,35000,04-09-2024 17:00:36
5.598000,0.510982,0.000487,0.000310,-95.660000,35000,04-09-2024 17:00:36
5.693000,0.510982,0.000484,0.000307,-95.660000,35000,04-09-2024 17:00:37
5.591000,0.510982,0.000483,0.000304,-95.660000,35000,04-09-2024 17:00:37
5.655000,0.510982,0.000483,0.000300,-95.660000,35000,04-09-2024 17:00:38
5.667000,0.510934,0.000482,0.000298,-95.660000,35000,04-09-2024 17:00:39
5.612000,0.510934,0.000482,0.000302,-95.660000,35000,04-09-2024 17:00:39
5.689000,0.510934,0.000483,0.000312,-95.660000,35000,04-09-2024 17:00:40
5.634000,0.510934,0.000486,0.000320,-95.660000,35000,04-09-2024 17:00:41
5.642000,0.510934,0.000489,0.000327,-95.660000,35000,04-09-2024 17:00:41
5.680000,0.510934,0.000488,0.000333,-95.660000,35000,04-09-2024 17:00:42
5.608000,0.510934,0.000486,0.000339,-95.660000,35000,04-09-2024 17:00:42
5.702000,0.510982,0.000484,0.000341,-95.660000,35000,04-09-2024 17:00:43
5.649000,0.510982,0.000483,0.000340,-95.660000,35000,04-09-2024 17:00:44
5.656000,0.510982,0.000482,0.000336,-95.660000,35000,04-09-2024 17:00:44
5.727000,0.510934,0.000482,0.000329,-95.660000,35000,04-09-2024 17:00:45
5.622000,0.510934,0.000481,0.000324,-95.660000,35000,04-09-2024 17:00:45
5.715000,0.510934,0.000478,0.000321,-95.660000,35000,04-09-2024 17:00:46
5.661000,0.510934,0.000475,0.000322,-95.660000,35000,04-09-2024 17:00:47
5.644000,0.510934,0.000474,0.000325,-95.660000,35000,04-09-2024 17:00:47
5.738000,0.510934,0.000474,0.000326,-95.660000,35000,04-09-2024 17:00:48
5.638000,0.510934,0.000470,0.000328,-95.660000,35000,04-09-2024 17:00:48
5.700000,0.510934,0.000463,0.000332,-95.660000,35000,04-09-2024 17:00:49
5.713000,0.510934,0.000454,0.000336,-95.660000,35000,04-09-2024 17:00:50
5.656000,0.510934,0.000450,0.000339,-95.660000,35000,04-09-2024 17:00:50
5.749000,0.510934,0.000447,0.000339,-95.660000,35000,04-09-2024 17:00:51
5.650000,0.510934,0.000444,0.000339,-95.660000,35000,04-09-2024 17:00:51
5.686000,0.510934,0.000446,0.000336,-95.660000,35000,04-09-2024 17:00:52
5.753000,0.510934,0.000450,0.000333,-95.660000,35000,04-09-2024 17:00:53
5.652000,0.510934,0.000453,0.000331,-95.660000,35000,04-09-2024 17:00:53
5.759000,0.510934,0.000455,0.000327,-95.660000,35000,04-09-2024 17:00:54
5.692000,0.510934,0.000458,0.000325,-95.660000,35000,04-09-2024 17:00:55
5.698000,0.510934,0.000460,0.000326,-95.660000,35000,04-09-2024 17:00:55
5.765000,0.510934,0.000462,0.000328,-95.660000,35000,04-09-2024 17:00:56
5.665000,0.510934,0.000464,0.000329,-95.660000,35000,04-09-2024 17:00:56
5.730000,0.510934,0.000468,0.000332,-95.660000,35000,04-09-2024 17:00:57
5.706000,0.510934,0.000471,0.000335,-95.660000,35000,04-09-2024 17:00:58
5.711000,0.510934,0.000472,0.000338,-95.660000,35000,04-09-2024 17:00:58
5.777000,0.510934,0.000469,0.000337,-95.660000,35000,04-09-2024 17:00:59
5.682000,0.510934,0.000465,0.000334,-95.660000,35000,04-09-2024 17:00:59
5.742000,0.510934,0.000463,0.000330,-95.660000,35000,04-09-2024 17:01:00
5.758000,0.510934,0.000460,0.000326,-95.660000,35000,04-09-2024 17:01:01
5.722000,0.510934,0.000457,0.000326,-95.660000,35000,04-09-2024 17:01:01
5.791000,0.510934,0.000455,0.000328,-95.660000,35000,04-09-2024 17:01:02
5.695000,0.510982,0.000456,0.000329,-95.660000,35000,04-09-2024 17:01:02
5.754000,0.510982,0.000457,0.000327,-95.660000,35000,04-09-2024 17:01:03
5.771000,0.510982,0.000457,0.000324,-95.660000,35000,04-09-2024 17:01:04
5.698000,0.510982,0.000457,0.000318,-95.660000,35000,04-09-2024 17:01:04
5.803000,0.510934,0.000461,0.000313,-95.660000,35000,04-09-2024 17:01:05
5.708000,0.510982,0.000463,0.000308,-95.660000,35000,04-09-2024 17:01:05
5.767000,0.510934,0.000464,0.000305,-95.660000,35000,04-09-2024 17:01:06
5.809000,0.510934,0.000464,0.000305,-95.660000,35000,04-09-2024 17:01:07
5.711000,0.510934,0.000463,0.000307,-95.660000,35000,04-09-2024 17:01:07
5.800000,0.510934,0.000464,0.000312,-95.660000,35000,04-09-2024 17:01:08
5.753000,0.510934,0.000468,0.000317,-95.660000,35000,04-09-2024 17:01:09
5.756000,0.510934,0.000471,0.000323,-95.660000,35000,04-09-2024 17:01:09
5.821000,0.510934,0.000475,0.000326,-95.660000,35000,04-09-2024 17:01:10
5.725000,0.510934,0.000479,0.000326,-95.660000,35000,04-09-2024 17:01:10
5.813000,0.510934,0.000484,0.000320,-95.660000,35000,04-09-2024 17:01:11
5.804000,0.510934,0.000491,0.000311,-95.660000,35000,04-09-2024 17:01:12
